Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - SRG0024,Ordinary Non AC Seater 2+3,01:27,04:00,02h 33m,262,52,3.3,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),18:15,23:30,05h 15m,900,25,5.04,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Samay Shatabdi Travels Pvt Ltd,NON AC Seater / Sleeper 2+1,18:30,23:50,05h 20m,800,37,4.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:00,22:40,03h 40m,1000,24,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - SJP0608,Ordinary Non AC Seater 2+3,06:30,14:45,08h 15m,584,52,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - SJP0200,Ordinary Non AC Seater 2+3,07:00,14:20,07h 20m,584,52,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - SJP0203,Ordinary Non AC Seater 2+3,08:02,15:22,07h 20m,584,52,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
RSRTC - 177797,A/C Seater / Sleeper (2+1),13:30,20:00,06h 30m,736,36,2.78,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,03:44,06h 14m,799,30,4.164,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,01:25,05h 25m,685,42,4.916,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - PLB0078,Ordinary Non AC Seater 2+3,07:00,15:05,08h 05m,500,51,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0062,Ordinary Non AC Seater 2+3,07:00,15:30,08h 30m,529,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0060,Ordinary Non AC Seater 2+3,07:59,15:55,07h 56m,529,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - AKP0197,Ordinary Non AC Seater 2+3,08:16,20:30,12h 14m,579,52,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - AKP0214,Ordinary Non AC Seater 2+3,10:30,21:46,11h 16m,579,52,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,03:40,09h 10m,895,36,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - CBG0158,Janrath AC Seater 2+2,19:30,04:30,09h 00m,895,36,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,05:00,08h 30m,895,36,2.64,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - AWD0228,Janrath AC Seater 2+2,22:00,07:00,09h 00m,842,36,2.74,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - BUI0013,Ordinary Non AC Seater 2+3,22:45,06:30,07h 45m,575,52,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,06:20,07h 25m,895,36,3.45,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),03:30,10:00,06h 30m,1199,14,4.627,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
Vinay Travels,VE A/C Seater / Sleeper (2+1),04:35,11:50,07h 15m,890,44,2.413,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
Vinay Travels,VE A/C Seater / Sleeper (2+1),05:10,12:40,07h 30m,590,43,2.4,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),02:45,09:45,07h 00m,900,36,3.8,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
UPSRTC - MNP0147,Ordinary Non AC Seater 2+3,00:45,05:07,04h 22m,371,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - MNP0121,Ordinary Non AC Seater 2+3,03:30,08:23,04h 53m,371,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - MNP0125,Ordinary Non AC Seater 2+3,04:15,09:08,04h 53m,371,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - MNP0129,Ordinary Non AC Seater 2+3,04:45,09:38,04h 53m,371,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - MNP0133,Ordinary Non AC Seater 2+3,05:30,10:23,04h 53m,371,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - NDD0261,Ordinary Non AC Seater 2+3,05:37,11:00,05h 23m,319,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - NDD0269,Ordinary Non AC Seater 2+3,06:27,11:30,05h 03m,319,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - FKP0028,Janrath AC Seater 2+2,08:00,13:47,05h 47m,501,34,3.77,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - FKP0030,Janrath AC Seater 2+2,09:00,14:47,05h 47m,501,36,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
UPSRTC - CBG0092,Pink Express AC Seater 2+2,02:46,09:15,06h 29m,840,38,3.3,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - RKD0056,Ordinary Non AC Seater 2+3,08:30,16:00,07h 30m,517,52,3.3,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,19:30,09h 00m,646,48,2.99,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,05:00,08h 00m,814,36,3.926,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
UPSRTC - VKS0001,Janrath AC Seater 2+2,22:05,05:15,07h 10m,830,36,3.57,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:20,09:40,07h 20m,799,38,1.79,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),03:30,10:15,06h 45m,599,33,3.6,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly to Dehradun
Raj Ratan Tours And Travels,Bharat Benz A/C Sleeper (2+1),00:55,05:15,04h 20m,899,21,4.1,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi to Kanpur (Uttar Pradesh)
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),01:15,06:30,05h 15m,850,24,3.926,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi to Kanpur (Uttar Pradesh)
Raj Ratan Tours And Travels,Bharat Benz A/C Sleeper (2+1),01:30,05:40,04h 10m,899,21,4.1,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi to Kanpur (Uttar Pradesh)
Jai Shrinath Ji Ki Travels,A/C Seater / Sleeper (2+1),01:40,06:15,04h 35m,448,35,4.013,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi to Kanpur (Uttar Pradesh)
UPSRTC - RKD0136,Janrath AC Seater 2+2,07:05,15:30,08h 25m,822,36,4.17,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
UPSRTC - VKS0045,Janrath AC Seater 2+2,14:29,00:15,09h 46m,838,35,1.44,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
UPSRTC - CBG0093,Pink Express AC Seater 2+2,19:16,02:45,07h 29m,840,41,2.69,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
UPSRTC - RKD0057,Ordinary Non AC Seater 2+3,19:31,03:00,07h 29m,517,52,3.14,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
UPSRTC - RKD0135,Janrath AC Seater 2+3,22:31,06:01,07h 30m,652,48,2.439,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,01:45,08h 45m,699,40,3.6,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),15:30,23:10,07h 40m,699,36,2.917,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly
